lookupId,First Order (from sales data),src_www,src_iphone,src_android,src_ipad,src_manual,src_facebookshop,src_external,src_Amazon FBM,January,February,March,April,May,June,July,August,September,October,November,December,pct_Direct Sales,pct_Orders for Stock,pct_Drop Shipments,pct_Platypus,pct_Moss Motors Only,pct_R&D Club,Units Sold,Base Product Sku,Listing Type,Unit Weight (pounds),retailPrice,make,model,yearMin,yearMax,Revenue 2019 to present,Number of Components,BOM Cost,Sales Channel,Product Type,Designer,Main Component Material,Main Component MFG Process,Main Component Finishing Process
CS-AD795-209,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Saab,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-288,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Subaru,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-307,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,RAM,1500,2009,2021,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-340,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Ferrari,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-415,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,GMC,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-420,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Cadillac,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-456,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Hummer,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-459,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Freightliner,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-470,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Mercedes-Benz,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-472,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Chevrolet,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-511,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Maserati,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-539,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Chrysler,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-550,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Scion,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-553,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Buick,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-611,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Ford,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-634,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Porsche,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-642,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Lotus,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-653,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Lexus,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-654,8/28/20,52.00%,36.00%,8.00%,0.00%,0.00%,0.00%,0.00%,0.00%,24.00%,20.00%,8.00%,0.00%,0.00%,0.00%,0.00%,4.00%,0.00%,8.00%,20.00%,12.00%,88.00%,0.00%,0.00%,0.00%,0.00%,0.00%,25,CS-AD795,single,0.4,35,MINI,"Cooper, Convertible, Coupe, Paceman, Roadster",2001,2021,875,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-671,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Infiniti,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-688,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,FIAT,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-693,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Pontiac,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-711,8/26/20,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AD795,single,0.4,35,Volvo,any,any,any,35,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-718,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Bentley,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-723,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Saturn,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-754,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Dodge,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-757,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,BMW,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-798,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Kawasaki,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-815,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Hyundai,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-828,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Acura,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-836,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Audi,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-851,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Lincoln,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-855,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Mitsubishi,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-878,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Suzuki,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-886,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Smart,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-894,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Kia,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-898,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Tesla,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-943,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Harley-Davidson,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-946,3/20/21,50.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4,CS-AD795,single,0.4,35,any,any,any,any,140,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-950,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Fisker,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-964,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Jeep,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-986,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Honda,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD795-989,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD795,single,0.4,35,Mercury,any,any,any,0,3,7.31625,BigC,#Other,Steve,Aluminum,Mill,Anodize
CS-AD810-010,9/21/20,46.66%,24.67%,12.33%,0.00%,16.34%,0.00%,0.00%,0.00%,23.84%,0.00%,8.22%,6.17%,0.00%,0.00%,0.00%,0.00%,25.18%,14.39%,16.65%,5.55%,59.61%,5.76%,0.00%,0.00%,12.02%,0.00%,53,CS-AD810,single,1,89,Mazda,MX-5 Miata,2016,2021,4329.85,10,10.44983,BigC,#Other,Steve,Plastic,Mill,None
CS-AD825-269,1/13/20,47.82%,36.13%,6.38%,0.00%,6.48%,0.00%,0.00%,0.00%,12.75%,13.82%,19.13%,8.18%,5.31%,2.13%,7.12%,7.44%,2.13%,6.38%,4.99%,7.44%,89.27%,2.23%,0.00%,0.00%,0.00%,0.00%,93,CS-AD825,single,2.05,93,BMW,8-Series,2020,2021,8751.3,8,17.27497,BigC,#Platypus,Loren,Steel,Form,Powder
CS-AD888-168,3/2/21,56.20%,36.50%,21.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,14.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,51.09%,5.11%,0.00%,0.00%,0.00%,0.00%,20,CS-AD888,single,0.38,75,Mazda,MX-5 Miata,2016,2021,1027.5,5,22.46433,BigC,,Steve,Aluminum,Lathe,Powder
CS-AD909-935,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD909,variant,0.2,35,MINI,Cooper,2001,2006,0,3,1.20623,BigC,,Steve,Vinyl,Cut,None
CS-AD918-001,3/8/20,41.67%,40.00%,5.00%,3.33%,0.00%,0.00%,1.67%,0.00%,0.00%,6.67%,18.33%,3.33%,5.00%,5.00%,8.33%,8.33%,6.67%,18.33%,11.67%,0.00%,81.67%,0.00%,0.00%,0.00%,0.00%,0.00%,56,CS-AD918,single,1.75,93,BMW,X5,2019,2021,5580,10,20.83097,BigC,#Platypus,Loren,Steel,Form,Powder
CS-AD918-944,3/13/21,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AD918,single,1.75,93,BMW,X5,2020,2021,93,10,20.83097,BigC,#Platypus,Loren,Steel,Form,Powder
CS-AD923-974,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD923,variant,0.2,35,MINI,Cooper,2001,2006,0,3,1.20623,BigC,,Steve,Vinyl,Cut,None
CS-AD927-141,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD927,single,1.2,60,Ford,Explorer,2011,2018,0,4,41.37998,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AD927-208,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD927,single,1.2,60,Toyota,Venza,2009,2015,0,4,41.37998,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AD927-219,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD927,single,1.2,60,Honda,Civic,2008,2015,0,4,41.37998,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AD927-283,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD927,single,1.2,60,Lincoln,MKC,2017,2018,0,4,41.37998,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AD927-379,11/10/20,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AD927,single,1.2,60,Mercedes-Benz,ML,2012,2015,120,4,41.37998,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AD927-436,6/11/20,20.00%,60.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,20.00%,20.00%,20.00%,20.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5,CS-AD927,single,1.2,60,Toyota,Tundra,2007,2018,300,4,41.37998,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AD927-531,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD927,single,1.2,60,Lexus,RX,2010,2015,0,4,41.37998,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AD927-533,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD927,single,1.2,60,Honda,Odyssey,2005,2015,0,4,41.37998,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AD927-571,1/6/21,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CS-AD927,single,1.2,60,Toyota,Sequoia,2008,2018,60,4,41.37998,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AD927-641,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD927,single,1.2,60,RAM,ProMaster,2014,2018,0,4,41.37998,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AD927-657,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD927,single,1.2,60,Lexus,RX,2004,2009,0,4,41.37998,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AD927-675,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD927,single,1.2,60,Honda,Odyssey,2016,2018,0,4,41.37998,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AD927-793,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD927,single,1.2,60,Mercedes-Benz,GLE,2016,2018,0,4,41.37998,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AD927-884,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD927,single,1.2,60,Mercedes-Benz,GL,2013,2015,0,4,41.37998,BigC,#Wipers,Outside,Silicon,Purchase,None
CS-AD927-954,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CS-AD927,single,1.2,60,Acura,CSX,2008,2011,0,4,41.37998,BigC,#Wipers,Outside,Silicon,Purchase,None
