lookupId,First Order (from sales data),src_www,src_iphone,src_android,src_ipad,src_manual,src_facebookshop,src_external,src_Amazon FBM,January,February,March,April,May,June,July,August,September,October,November,December,pct_Direct Sales,pct_Orders for Stock,pct_Drop Shipments,pct_Platypus,pct_Moss Motors Only,pct_R&D Club,Units Sold,Base Product Sku,Listing Type,Unit Weight (pounds),retailPrice,make,model,yearMin,yearMax,Revenue 2019 to present,Number of Components,BOM Cost,Sales Channel,Product Type,Designer,Main Component Material,Main Component MFG Process,Main Component Finishing Process
CRMC-0703-517,5/2/19,45.24%,21.43%,9.52%,2.38%,4.76%,0.00%,4.76%,0.00%,9.52%,9.52%,11.90%,2.38%,9.52%,9.52%,11.90%,4.76%,7.14%,2.38%,2.38%,7.14%,78.57%,0.00%,0.00%,0.00%,0.00%,0.00%,39,CRMC-0703,single,0.15,25,Honda,CR-V,2007,2016,1050,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-522,5/20/19,47.37%,17.54%,35.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,29.82%,17.54%,0.00%,0.00%,0.00%,17.54%,0.00%,17.54%,17.54%,0.00%,0.00%,70.18%,0.00%,29.82%,0.00%,0.00%,0.00%,7,CRMC-0703,single,0.15,25,Dodge,Nitro,2007,2010,142.5,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-526,2/18/20,53.85%,15.38%,30.77%,0.00%,0.00%,0.00%,0.00%,0.00%,7.69%,15.38%,0.00%,15.38%,0.00%,7.69%,0.00%,7.69%,15.38%,0.00%,15.38%,15.38%,92.31%,0.00%,0.00%,0.00%,0.00%,0.00%,15,CRMC-0703,single,0.15,25,Jeep,Liberty,2008,2010,325,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-536,4/7/19,35.00%,55.00%,10.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.00%,25.00%,15.00%,10.00%,5.00%,15.00%,5.00%,5.00%,5.00%,5.00%,5.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20,CRMC-0703,single,0.15,25,Honda,S2000,1999,2009,500,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-541,4/30/20,81.82%,18.18%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,18.18%,0.00%,0.00%,18.18%,0.00%,0.00%,0.00%,63.64%,0.00%,0.00%,0.00%,0.00%,36.36%,63.64%,0.00%,0.00%,0.00%,0.00%,7,CRMC-0703,single,0.15,25,Subaru,BRZ,2012,2018,137.5,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-564,5/14/19,25.00%,37.50%,12.50%,0.00%,0.00%,0.00%,12.50%,0.00%,6.25%,0.00%,6.25%,12.50%,12.50%,0.00%,6.25%,0.00%,18.75%,6.25%,12.50%,6.25%,75.00%,0.00%,0.00%,0.00%,0.00%,0.00%,14,CRMC-0703,single,0.15,25,Infiniti,G35 and G37,2007,2013,400,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-578,10/19/19,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,50.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,CRMC-0703,single,0.2,25,Chrysler,300,2008,2008,50,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-587,2/21/19,68.18%,22.73%,9.09%,0.00%,0.00%,0.00%,0.00%,0.00%,9.09%,18.18%,0.00%,9.09%,18.18%,9.09%,9.09%,4.55%,4.55%,9.09%,4.55%,4.55%,95.45%,0.00%,0.00%,0.00%,0.00%,0.00%,25,CRMC-0703,single,0.15,25,Ford,Transit Connect,2005,2021,550,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-636,3/29/19,41.67%,16.67%,25.00%,0.00%,8.33%,0.00%,8.33%,0.00%,8.33%,0.00%,8.33%,8.33%,33.33%,8.33%,16.67%,8.33%,0.00%,8.33%,0.00%,0.00%,91.67%,0.00%,0.00%,0.00%,0.00%,0.00%,12,CRMC-0703,single,0.15,25,Kia,Soul,2010,2018,300,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-642,7/11/19,50.00%,0.00%,16.67%,0.00%,0.00%,0.00%,33.33%,0.00%,0.00%,0.00%,0.00%,0.00%,16.67%,0.00%,66.67%,16.67%,0.00%,0.00%,0.00%,0.00%,66.67%,0.00%,0.00%,0.00%,0.00%,0.00%,6,CRMC-0703,single,0.15,25,Hyundai,Accent,2011,2018,150,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-649,5/22/19,42.42%,24.24%,12.12%,3.03%,1.52%,0.00%,12.12%,0.00%,10.61%,3.03%,10.61%,6.06%,9.09%,9.09%,9.09%,4.55%,1.52%,10.61%,10.61%,10.61%,77.27%,0.00%,1.52%,0.00%,0.00%,0.00%,64,CRMC-0703,single,0.15,25,Nissan,Rogue,2008,2016,1650,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-654,3/20/19,77.78%,0.00%,0.00%,22.22%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,22.22%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,77.78%,22.22%,77.78%,0.00%,0.00%,0.00%,0.00%,6,CRMC-0703,single,0.15,25,Scion,FR-S,2012,2016,112.5,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-655,3/5/19,33.33%,40.48%,21.43%,0.00%,2.38%,0.00%,2.38%,0.00%,9.52%,0.00%,14.29%,11.90%,9.52%,16.67%,7.14%,4.76%,2.38%,4.76%,2.38%,16.67%,97.62%,0.00%,0.00%,0.00%,0.00%,0.00%,42,CRMC-0703,single,0.15,25,Scion,tC,2002,2016,1050,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-672,7/1/19,20.00%,60.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,20.00%,40.00%,0.00%,0.00%,0.00%,80.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5,CRMC-0703,single,0.15,25,Nissan,Juke,2011,2018,125,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-706,1/5/19,33.49%,35.63%,23.75%,2.38%,0.00%,0.00%,2.38%,0.00%,11.88%,9.74%,4.75%,9.50%,9.50%,9.50%,2.38%,7.13%,11.88%,9.50%,4.75%,7.13%,83.14%,4.99%,0.00%,0.00%,0.00%,0.00%,42,CRMC-0703,single,0.15,25,Ford,Flex,2005,2018,1052.5,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-710,5/3/19,60.00%,20.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,20.00%,0.00%,20.00%,20.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5,CRMC-0703,single,0.15,25,Infiniti,Q60,2014,2016,125,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-721,4/14/19,25.00%,0.00%,25.00%,25.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,25.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,75.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,CRMC-0703,single,0.15,25,Scion,xA,2004,2006,100,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-725,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CRMC-0703,single,0.15,25,Mercury,Cougar,1989,1997,0,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-751,8/3/19,50.00%,0.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2,CRMC-0703,single,0.15,25,Suzuki,Aerio,2001,2007,50,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-762,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CRMC-0703,single,0.15,25,Chevrolet,Cruze,2008,2010,0,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-783,2/27/21,66.67%,33.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.33%,66.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,CRMC-0703,single,0.15,25,Ford,any,2021,2021,75,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-784,3/17/21,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2,CRMC-0703,single,0.15,25,Ford,any,2021,2021,50,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-789,6/25/19,63.64%,27.27%,9.09%,0.00%,0.00%,0.00%,0.00%,0.00%,18.18%,0.00%,9.09%,18.18%,9.09%,9.09%,9.09%,9.09%,9.09%,9.09%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11,CRMC-0703,single,0.15,25,Pontiac,Vibe,2003,2010,275,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-791,3/6/19,58.49%,24.53%,13.21%,0.00%,0.00%,0.00%,1.89%,0.00%,5.66%,3.77%,15.09%,13.21%,9.43%,0.00%,16.98%,11.32%,11.32%,1.89%,5.66%,3.77%,96.23%,0.00%,0.00%,0.00%,0.00%,0.00%,54,CRMC-0703,single,0.15,25,Mazda,3,2004,2009,1325,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-808,4/5/19,43.80%,48.91%,0.00%,0.00%,0.00%,0.00%,7.30%,0.00%,7.30%,14.60%,7.30%,14.60%,5.11%,0.00%,7.30%,0.00%,7.30%,0.00%,7.30%,29.20%,87.59%,5.11%,0.00%,0.00%,0.00%,0.00%,15,CRMC-0703,single,0.15,25,MINI,Roadster,2012,2015,342.5,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-816,1/7/19,54.00%,18.82%,12.55%,4.18%,3.14%,0.00%,1.05%,0.00%,7.00%,7.32%,11.50%,7.74%,3.87%,8.36%,4.18%,10.45%,7.32%,8.36%,8.36%,9.25%,79.46%,2.20%,2.67%,0.00%,0.00%,0.00%,94,CRMC-0703,single,0.15,25,MINI,Cooper,2014,2021,2391.25,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-826,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CRMC-0703,single,0.15,25,Kia,Forte,2009,2015,0,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-843,3/16/20,80.00%,6.67%,0.00%,13.33%,0.00%,0.00%,0.00%,0.00%,13.33%,6.67%,26.67%,0.00%,6.67%,6.67%,13.33%,0.00%,13.33%,13.33%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,15,CRMC-0703,single,0.2,25,Aston Martin,Vantage,2006,2017,375,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-853,1/9/19,84.01%,3.40%,3.40%,3.40%,0.00%,0.00%,3.40%,0.00%,4.76%,4.76%,2.38%,9.52%,2.38%,9.52%,16.67%,7.14%,10.20%,4.76%,14.97%,10.54%,17.01%,73.81%,0.00%,0.00%,0.00%,0.00%,38,CRMC-0703,single,0.15,25,Smart,ForTwo,1998,2015,735,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-902,5/31/19,85.71%,0.00%,0.00%,0.00%,0.00%,0.00%,14.29%,0.00%,0.00%,0.00%,14.29%,14.29%,28.57%,14.29%,0.00%,14.29%,0.00%,0.00%,14.29%,0.00%,85.71%,0.00%,0.00%,0.00%,0.00%,0.00%,7,CRMC-0703,single,0.15,25,Chrysler,Sebring,2007,2010,175,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-907,3/28/21,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CRMC-0703,single,0.15,25,Infiniti,QX60,2014,2016,25,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-917,2/12/19,47.37%,24.67%,18.09%,0.00%,6.58%,0.00%,1.64%,0.00%,3.29%,8.22%,14.80%,3.95%,17.11%,9.87%,8.22%,0.00%,6.58%,9.87%,6.58%,9.87%,80.59%,4.61%,0.00%,0.00%,0.00%,0.00%,63,CRMC-0703,single,0.15,25,MINI,Cooper,2001,2006,1520,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-919,2/11/19,68.75%,18.75%,6.25%,0.00%,0.00%,0.00%,6.25%,0.00%,6.25%,6.25%,6.25%,0.00%,6.25%,43.75%,12.50%,6.25%,0.00%,0.00%,0.00%,12.50%,50.00%,43.75%,0.00%,0.00%,0.00%,0.00%,19,CRMC-0703,single,0.15,25,Volkswagen,Golf,1991,2015,400,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-923,4/30/19,50.00%,25.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,25.00%,0.00%,0.00%,25.00%,0.00%,0.00%,0.00%,0.00%,25.00%,75.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,CRMC-0703,single,0.15,25,Subaru,Impreza,2002,2007,100,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-926,2/1/20,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,18.18%,9.09%,0.00%,18.18%,9.09%,0.00%,9.09%,9.09%,9.09%,9.09%,9.09%,81.82%,0.00%,0.00%,0.00%,0.00%,0.00%,11,CRMC-0703,single,0.2,25,Ford,EcoSport,2018,2021,275,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-928,6/24/19,0.00%,28.57%,42.86%,0.00%,0.00%,0.00%,28.57%,0.00%,0.00%,0.00%,42.86%,0.00%,14.29%,14.29%,0.00%,14.29%,14.29%,0.00%,0.00%,0.00%,71.43%,0.00%,0.00%,0.00%,0.00%,0.00%,8,CRMC-0703,single,0.15,25,Chevrolet,HHR,2005,2014,175,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-944,2/14/19,43.90%,17.07%,26.83%,7.32%,0.00%,0.00%,2.44%,0.00%,4.88%,4.88%,19.51%,7.32%,2.44%,9.76%,7.32%,12.20%,9.76%,7.32%,7.32%,4.88%,87.80%,0.00%,0.00%,0.00%,0.00%,0.00%,43,CRMC-0703,single,0.15,25,Ford,Escape,2013,2018,1025,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-952,4/2/19,58.18%,20.00%,7.27%,0.00%,7.27%,0.00%,0.00%,0.00%,3.64%,5.45%,14.55%,7.27%,16.36%,7.27%,7.27%,5.45%,9.09%,9.09%,3.64%,3.64%,89.09%,0.00%,0.00%,0.00%,0.00%,0.00%,79,CRMC-0703,single,0.15,25,BMW,3-Series,1991,2006,1375,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-985,1/4/19,39.29%,32.14%,14.29%,3.57%,0.00%,0.00%,7.14%,0.00%,10.71%,7.14%,14.29%,0.00%,7.14%,7.14%,7.14%,10.71%,3.57%,21.43%,0.00%,7.14%,89.29%,0.00%,0.00%,0.00%,0.00%,0.00%,27,CRMC-0703,single,0.15,25,Mazda,6,2002,2008,700,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-989,1/28/19,80.58%,3.24%,6.47%,6.47%,0.00%,0.00%,3.24%,0.00%,3.24%,2.75%,9.71%,0.00%,0.00%,3.24%,3.24%,44.01%,16.02%,0.00%,6.47%,11.33%,32.36%,58.90%,5.50%,0.00%,0.00%,0.00%,39,CRMC-0703,single,0.15,25,Chrysler,Crossfire,2003,2008,772.5,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0703-996,9/15/20,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CRMC-0703,single,0.15,25,Volkswagen,Corrado,1998,2005,25,5,2.21991,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRMC-0705-100,6/1/19,80.25%,19.75%,0.00%,9.88%,0.00%,0.00%,0.00%,0.00%,12.35%,0.00%,9.88%,19.75%,0.00%,12.35%,0.00%,43.21%,0.00%,12.35%,0.00%,0.00%,66.67%,43.21%,0.00%,0.00%,0.00%,0.00%,11,CRMC-0705,single,0.11,20,MINI,Convertible,2004,2008,202.5,5,1.89031,BigC,#JrStubby,Tristan,Aluminum,Lathe,Powder
CRMC-0705-101,5/28/19,34.62%,30.77%,34.62%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,15.38%,0.00%,19.23%,0.00%,30.77%,0.00%,19.23%,0.00%,0.00%,15.38%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,CRMC-0705,single,0.11,20,Volkswagen,Passat,1996,2015,130,5,1.89031,BigC,#JrStubby,Tristan,Aluminum,Lathe,Powder
CRMC-0705-111,6/18/19,66.67%,0.00%,14.81%,0.00%,0.00%,0.00%,18.52%,0.00%,18.52%,0.00%,0.00%,14.81%,14.81%,18.52%,18.52%,0.00%,14.81%,0.00%,0.00%,0.00%,81.48%,0.00%,0.00%,0.00%,0.00%,0.00%,6,CRMC-0705,single,0.11,20,Chrysler,Crossfire,2003,2008,135,5,1.89031,BigC,#JrStubby,Tristan,Aluminum,Lathe,Powder
CRMC-0705-113,3/14/19,50.60%,21.48%,10.98%,3.10%,0.00%,0.00%,8.35%,0.00%,5.73%,5.97%,6.44%,5.25%,11.69%,5.25%,10.50%,19.09%,9.31%,7.64%,4.06%,3.58%,84.25%,0.00%,0.00%,0.00%,0.00%,0.00%,90,CRMC-0705,single,0.11,20,Honda,CR-V,2007,2016,2095,5,1.89031,BigC,#JrStubby,Tristan,Aluminum,Lathe,Powder
CRMC-0705-134,9/25/19,50.00%,0.00%,27.78%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,22.22%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,27.78%,0.00%,0.00%,27.78%,77.78%,0.00%,0.00%,0.00%,0.00%,0.00%,3,CRMC-0705,single,0.11,20,Mercury,Cougar,1998,2002,90,5,1.89031,BigC,#JrStubby,Tristan,Aluminum,Lathe,Powder
CRMC-0705-144,2/19/19,49.52%,16.19%,24.76%,0.00%,4.76%,0.00%,4.76%,0.00%,0.00%,16.19%,7.62%,3.81%,12.38%,9.52%,7.62%,20.95%,9.52%,8.57%,3.81%,0.00%,91.43%,0.00%,0.00%,0.00%,0.00%,0.00%,24,CRMC-0705,single,0.11,20,Kia,Soul,2010,2018,525,5,1.89031,BigC,#JrStubby,Tristan,Aluminum,Lathe,Powder
CRMC-0705-156,1/27/19,26.32%,0.00%,73.68%,0.00%,0.00%,0.00%,0.00%,0.00%,26.32%,0.00%,0.00%,0.00%,21.05%,26.32%,26.32%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4,CRMC-0705,single,0.11,20,Chevrolet,Equinox,2007,2009,95,5,1.89031,BigC,#JrStubby,Tristan,Aluminum,Lathe,Powder
CRMC-0705-157,6/29/19,40.00%,16.67%,30.00%,13.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,13.33%,13.33%,16.67%,13.33%,0.00%,0.00%,30.00%,13.33%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7,CRMC-0705,single,0.11,20,Scion,FR-S,2012,2016,150,5,1.89031,BigC,#JrStubby,Tristan,Aluminum,Lathe,Powder
CRMC-0705-170,5/3/19,33.33%,21.67%,28.33%,0.00%,0.00%,0.00%,8.33%,0.00%,15.00%,15.00%,0.00%,0.00%,16.67%,0.00%,0.00%,21.67%,6.67%,16.67%,0.00%,0.00%,76.67%,0.00%,0.00%,0.00%,0.00%,0.00%,12,CRMC-0705,single,0.11,20,Nissan,Juke,2011,2018,300,5,1.89031,BigC,#JrStubby,Tristan,Aluminum,Lathe,Powder
CRMC-0705-177,1/28/19,43.09%,18.23%,19.89%,2.76%,10.50%,0.00%,5.52%,0.00%,12.71%,6.63%,11.60%,6.63%,9.39%,15.47%,13.81%,0.00%,8.84%,4.97%,9.94%,0.00%,77.90%,7.73%,0.00%,0.00%,0.00%,0.00%,48,CRMC-0705,single,0.11,20,MINI,Countryman,2011,2016,905,5,1.89031,BigC,#JrStubby,Tristan,Aluminum,Lathe,Powder
CRMC-0705-180,8/14/20,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CRMC-0705,single,0.11,20,Ford,Expedition,2011,2018,20,5,1.89031,BigC,#JrStubby,Tristan,Aluminum,Lathe,Powder
CRMC-0705-195,1/8/19,49.42%,28.49%,6.98%,5.23%,2.91%,0.00%,5.52%,0.00%,10.17%,10.76%,4.94%,12.50%,11.05%,9.30%,7.27%,5.23%,7.56%,9.59%,3.78%,6.40%,89.53%,0.00%,0.00%,0.00%,0.00%,0.00%,191,CRMC-0705,single,0.11,20,Ford,Explorer,2018,2021,1720,5,1.89031,BigC,#JrStubby,Tristan,Aluminum,Lathe,Powder
CRMC-0705-199,3/14/19,49.74%,25.49%,15.04%,3.71%,1.20%,0.00%,3.75%,0.00%,10.04%,7.90%,8.25%,6.17%,6.80%,5.10%,9.41%,8.40%,8.25%,7.65%,8.23%,12.75%,91.96%,0.55%,0.00%,0.00%,0.00%,0.00%,769,CRMC-0705,single,0.11,20,Ford,Ranger,2019,2021,15887.5,5,1.89031,BigC,#JrStubby,Tristan,Aluminum,Lathe,Powder
CRMC-0705-200,1/4/19,5.23%,6.12%,2.78%,0.00%,85.86%,0.00%,0.00%,0.00%,10.86%,8.13%,17.10%,8.35%,8.97%,6.85%,5.99%,5.12%,6.24%,7.44%,14.51%,0.45%,14.14%,85.86%,0.00%,0.00%,0.00%,0.00%,294,CRMC-0705,single,0.11,20,Ford,Fiesta,2008,2019,4490.5,5,1.89031,BigC,#JrStubby,Tristan,Aluminum,Lathe,Powder
CRMC-0705-206,3/24/19,20.25%,40.49%,28.22%,0.00%,2.45%,0.00%,3.07%,0.00%,0.00%,9.82%,15.34%,7.98%,10.43%,8.59%,12.88%,4.91%,7.36%,9.82%,2.45%,4.91%,86.50%,0.00%,0.00%,0.00%,0.00%,0.00%,37,CRMC-0705,single,0.11,20,Scion,tC,2002,2016,815,5,1.89031,BigC,#JrStubby,Tristan,Aluminum,Lathe,Powder
CRMC-0705-225,1/20/19,49.34%,28.29%,10.53%,8.55%,0.00%,0.00%,3.29%,0.00%,12.50%,2.63%,11.18%,8.55%,5.26%,8.55%,9.21%,2.63%,14.47%,17.11%,2.63%,5.26%,94.08%,0.00%,0.00%,0.00%,0.00%,0.00%,35,CRMC-0705,single,0.11,20,Honda,Fit,2018,2021,760,5,1.89031,BigC,#JrStubby,Tristan,Aluminum,Lathe,Powder
CRMC-0705-241,9/9/19,28.57%,9.52%,50.00%,0.00%,0.00%,0.00%,11.90%,0.00%,0.00%,9.52%,0.00%,9.52%,9.52%,19.05%,0.00%,9.52%,21.43%,11.90%,0.00%,9.52%,88.10%,0.00%,0.00%,0.00%,0.00%,0.00%,10,CRMC-0705,single,0.11,20,Mitsubishi,Outlander,2001,2018,210,5,1.89031,BigC,#JrStubby,Tristan,Aluminum,Lathe,Powder
CRMC-0705-270,4/27/19,43.33%,0.00%,43.33%,0.00%,0.00%,0.00%,13.33%,0.00%,0.00%,0.00%,26.67%,16.67%,0.00%,0.00%,13.33%,13.33%,0.00%,13.33%,0.00%,16.67%,86.67%,0.00%,0.00%,0.00%,0.00%,0.00%,7,CRMC-0705,single,0.11,20,Mazda,2,2007,2014,150,5,1.89031,BigC,#JrStubby,Tristan,Aluminum,Lathe,Powder
CRMC-0705-271,1/4/19,40.27%,34.90%,15.44%,1.34%,0.00%,0.00%,4.70%,0.00%,17.11%,11.41%,7.38%,1.34%,10.07%,5.37%,8.05%,8.39%,6.71%,10.40%,4.36%,6.04%,89.26%,0.00%,0.00%,0.00%,0.00%,0.00%,67,CRMC-0705,single,0.11,20,Subaru,CrossTrek,2013,2018,1490,5,1.89031,BigC,#JrStubby,Tristan,Aluminum,Lathe,Powder
CRMC-0705-299,8/15/19,61.11%,7.41%,14.81%,0.00%,0.00%,0.00%,9.26%,0.00%,0.00%,7.41%,7.41%,0.00%,0.00%,0.00%,0.00%,24.07%,0.00%,14.81%,16.67%,22.22%,68.52%,0.00%,0.00%,0.00%,0.00%,0.00%,12,CRMC-0705,single,0.11,20,Ford,Transit Connect,2005,2021,270,5,1.89031,BigC,#JrStubby,Tristan,Aluminum,Lathe,Powder
CRMC-0705-306,2/16/19,84.49%,7.47%,2.30%,2.87%,0.00%,0.00%,2.87%,0.00%,4.60%,15.74%,22.52%,7.12%,0.00%,8.04%,7.70%,3.91%,10.91%,0.00%,12.35%,7.12%,19.53%,77.60%,0.00%,0.00%,0.00%,0.00%,56,CRMC-0705,single,0.11,20,Volkswagen,Beetle,1998,2010,870.5,5,1.89031,BigC,#JrStubby,Tristan,Aluminum,Lathe,Powder
